Violation Type,Violation Section,Violation Description,classification,Charge Level,charge_rows,distinct_source_ids
PC,26100(B),VEH DRIVER/OWNER PERMIT DISCHARGE OF FIREARM FROM VEHICLE (F),ambiguous_related,MISDEMEANOR,2,2
PC,261.5(B),UNLAWFUL SEXUAL INTERCOURSE W/MINOR:3 YRS OLDER OR YOUNGER (M),ambiguous_related,MISDEMEANOR,2,2
VC,21804,RIGHT-OF-WAY:ENTERING HWY (I),other,INFRACTION,2,2
PC,273A(A),WILLFUL CRUELTY TO CHILD:WITH MINOR INJURY,ambiguous_related,MISDEMEANOR,2,2
PC,273.6(A),VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,dv_labeled_order,MISDEMEANOR,2,2
PC,22900,SELL TEAR GAS/TEAR GAS WEAPON (M),other,MISDEMEANOR,2,2
PC,287(B)(2),ORAL COPULATION W/ PERSON UNDER 16 YEARS (F),ambiguous_related,FELONY,2,2
PC,487(B)(3),GRAND THEFT BY EMPLOYEE/SERVANT/ETC ($950 OR MORE),other,FELONY,2,2
PC,487(A),GRAND THEFT:MONEY/LABOR/PROPERTY OVER $950,other,FELONY,2,2
PC,192C1,VEH MANSLAUGHTER W/GROSS NEGLIGENCE (F),ambiguous_related,FELONY,2,2
PC,220(A)(1),ASSAULT W/INTENT TO COMMIT RAPE/ETC (F),ambiguous_related,FELONY,2,2
PC,220(A),ASSAULT W/INTENT TO COMMIT RAPE/ETC (F),ambiguous_related,FELONY,2,2
PC,114,USE FALSE CITIZENSHIP/ETC DOCUMENTS (F),other,FELONY,2,2
MC,9.60.070,STORAGE OF PERSONAL PROPERTY PROHIBITED,other,MISDEMEANOR,2,2
PC,487(D)(1),GRAND THEFT:AUTO (F),other,FELONY,2,2
PC,76(A),THREATEN/ETC ELECTED OFFICIAL/JUDGE/ETC W/ PRIOR (F),other,FELONY,2,2
PC,71(A)(1),THREATEN SCHOOL/PUBLIC OFCR/EMPLOYEE,other,FELONY,2,2
PC,69(A),THREATEN EXECUTIVE OFFICER WITH VIOLENCE,other,FELONY,2,2
HS,120290,WILLFUL EXPOSURE CONTAGIOUS/INFECTIOUS/COMMUNICABLE DISEASE (M),other,MISDEMEANOR,2,2
HS,11395(B)(1),TREATMENT-MANDATED HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (M),other,MISDEMEANOR,2,2
PC,69(A),OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY,other,FEL,2,2
PC,488,PETTY THEFT(SHOPLIFT),other,MISDEMEANOR,2,2
PC,488,PETTY THEFT(All Other Larceny),other,MIS,2,2
PC,18715(A),RECKLESSLY POSS EXPLOSIVE/DESTRUCTIVE DEVICE IN PUBLIC (F),ambiguous_related,FELONY,2,2
PC,186.22(B)(1),FELONY FOR/WITH/BENEFIT CRIMINAL STREET GANG,other,FELONY,2,2
PC,368C,ABUSE/CRUELTY TO ELDERLY/DEPENDENT ADULT,ambiguous_related,MISDEMEANOR,2,2
PC,25300(A),MASKED CRIMINAL POSSESS FIREARM IN PUBLIC (F),other,FELONY,2,2
PC,25135,FIREARM IN RESIDENCE WHERE PROHIBITED PERSON RESIDES (M),other,MISDEMEANOR,2,2
VC,23109(D),BLOCK ROAD FOR SPEED CONTEST (M),other,MISDEMEANOR,2,2
VC,23109(B),AIDE/ABET SPEED CONTEST (M),other,MISDEMEANOR,2,2
PC,470(D),FORGERY:FALSE CHECKS/RECORDS/CERTIFICATES/ETC.,other,FELONY,2,2
PC,466.5(B),POSS/USE VEH MASTER KEY (M),other,MISDEMEANOR,2,2
PC,69,OBSTRUCT/RESIST EXECUTIVE OFFICER,other,FELONY,2,2
PC,67,BRIBE EXECUTIVE OFCR (F),other,FELONY,2,2
PC,667.61,SEX CRIME W/SPECIFIC CIRCS (BAIL+),other,OTHER,2,2
HS,12680,DISCHARGE/ETC FIREWORKS:LIKELY TO INJ (M),other,MISDEMEANOR,2,1
HS,12678,UNLAWFUL DISCHARGE FIREWORK NO:PERMIT (M),other,MISDEMEANOR,2,2
PC,288.4(A)(1),ARRANGE A MEETING WITH MINOR (M),ambiguous_related,MISDEMEANOR,2,2
PC,288.2(A)(2),HARMFUL MATTER SENT/ETC W/INTENT TO SEDUCE MINOR (F),ambiguous_related,FELONY,2,2
PC,288.2(A)(1),HARMFUL MATTER OF MNR SENT W/SEXUAL INTENT OF A KNOWN MINOR (F),ambiguous_related,FELONY,2,2
PC,288(C)(1),LEWD & LASCIVIOUS ACT W/CHILD 14/15:DEFENDANT 10 YRS OLDER,ambiguous_related,FELONY,2,1
PC,407,UNLAWFUL ASSEMBLY (M),other,MISDEMEANOR,2,2
VC,23152B,DUI ALCOHOL 0.08 PERCENT,other,MISDEMEANOR,2,2
HS,11357(B)(1),POSSESS MARIJUANA OVER AN OUNCE - UNDER 18 (I),other,INFRACTION,2,2
HS,11353.5,ADULT 5 YRS OLDER SUPPLY MNR UND 18 CONTROLLED SUB AT SCHOOL/ETC (F),other,FELONY,2,2
VC,23152(G),DUI ALCOHOL/DRUG,other,MIS,2,2
VC,23152(F),DUI DRUGS,other,MISDEMEANOR,2,2
PC,243(C)(2),BATTERY AGAINST POLICE OFFICER WITH MINOR INJURY,ambiguous_related,FELONY,2,2
PC,243(C)(1),BATTERY AGAINST EMERGENCY PERSON SERIOUS INJURY,ambiguous_related,FELONY,2,2
PC,496(B),DEALER/ETC NOT DETERMINE OWNERSHIP:STOLEN PROPERTY [$950 OR LESS] (M),other,MISDEMEANOR,2,2
PC,330A,POSS/CONTROL SLOT MACHINE (M),other,MISDEMEANOR,2,2
PC,32625(B),SELL/CONVERT TO/ETC MACHINEGUN (F),other,FELONY,2,2
PC,287(C)(1),ORAL COPULATION WITH PERSON UNDER 14 YRS/ETC (F),ambiguous_related,FELONY,2,2
PC,664/187(A),ATTEMPTED MURDER,other,FELONY,2,2
PC,647C,OBSTRUCT PERSS MOVEMENT:PUBLIC PLACE (M),other,MISDEMEANOR,2,2
PC,647.6(A)(1),ANNOY/MOLEST VICTIM BELIEVED TO BE UNDER 18 YEARS OF AGE (M),other,MISDEMEANOR,2,2
PC,647(F)DK,DISORDERLY CONDUCT:  ALCOHOL,other,MISDEMEANOR,2,2
PC,290(B),FAIL TO REGISTER/ETC:FELONY SEX OFFENDER WITH PRIOR,other,FEL,2,2
PC,290(B),FAIL TO REGISTER/CHANGE OF ADDRESS:SEX OFFENDER (M),other,MISDEMEANOR,2,2
PC,289D,SEX PENETRATION:VICTIM UNAWARE ACT OCCURRED (F),ambiguous_related,FELONY,2,2
MC,9.48.020,CONSUMPTION OF ALCOHOL IN PUBLIC PLACES (M),other,MISDEMEANOR,2,2
MC,9.40.010,URINATING OR DEFECATING IN PUBLIC (M),other,MISDEMEANOR,2,2
MC,9.32.030,NOISE VIOLATION BY MUSIC OR AMPLIFIED DEVICE (M),other,MISDEMEANOR,2,2
MC,9.28.040A,SHALL NOT POSSESS ALCHOLIC BEVERAGE IN VIOLATION OF CODE (I),other,INFRACTION,2,2
MC,9.28.020,"CAMP, LODGE, SLEEP, TARRY OVERNIGHT ON PRIVATE PROPERTY W/O CONSENT (M)",other,MISDEMEANOR,2,2
MC,11.05.020,NO PERSON SHALL URINATE/DEFECATE IN ANY PLACE OPEN TO THE PUBLIC/IN PUBLIC VIEW,other,INFRACTION,2,2
MC,10.68.100(B),"Unlawful to ride bike on any sidewalk in City, L.E. is exempt. (I)",other,INFRACTION,2,2
MC,09.48.020,CONSUMPTION OF ALCOHOL IN PUBLIC PLACES PROHIBITED (M),other,MISDEMEANOR,2,2
PC,647(B)(2),DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX,other,MIS,2,2
PC,647 (B)(2),DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX,other,MISDEMEANOR,2,2
PC,640(D)(3),URINATE OR DEFECATE IN OTHER THAN APPROVED LAVATORIES (M),other,MISDEMEANOR,2,2
PC,21810,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES,other,FELONY,2,2
PC,217.1,ASSAULT PUBLIC OFFICIAL (F),other,FELONY,2,2
PC,529A,PROVIDE TO ANOTHER W/INT TO DECV FAKE BIRTH/BAPT CERT (F),other,FELONY,2,2
PC,21310,CARRY CONCEALED DIRK OR DAGGER,other,FEL,2,2
PC,209.5(A),KIDNAPPING DURING COMMISSION OF CARJACKING,ambiguous_related,FELONY,2,1
PC,209(B)(1),KIDNAP TO COMMIT ROBBERY/RAPE/289)C/ETC,ambiguous_related,FELONY,2,2
PC,290.011(C),TRANSIENT FAIL ANNUAL UPDATE (F),other,FELONY,2,2
PC,640(B)(3),SMOKING IN PROHIBITED AREA PUBLIC TRANSIT SYSTEM (I),other,INFRACTION,2,2
PC,632(A),EAVESDROPPING (F),other,FELONY,2,2
PC,626.81(A),SEX OFFENDER:UNLAWFUL ENTER SCHOOL (M),other,MISDEMEANOR,2,2
PC,626.10(B),POSS WEAPON ON COL/UNIV CAMPUS:NOT FIREARM (F),other,FELONY,2,2
PC,602(O)(1),TRESPASS:REFUSE TO LEAVE PROPERTY:PEACE OFFICER REQUEST,other,MIS,2,2
PC,602(M),TRESPASS:OCCUPY REAL PROPERTY W/O OWNER CONSENT,other,MIS,2,2
PC,25100(A),CRIMINAL STORAGE OF FIREARM:FIRST DEGREE (F),other,FELONY,2,2
PC,248,IMPAIR AIRCRAFT WITH LIGHT/BRIGHT DEV (M),other,MISDEMEANOR,2,2
PC,243.4(D)(1),SEXUAL BATTERY OF RESTRAINED OR INCAPACITATED PERSON (F),ambiguous_related,FELONY,2,2
PC,404.6(C),RIOT IN JAIL/PRISON/ ETC RESULTS IN SERIOUS BODILY INJURY (M),other,MISDEMEANOR,2,2
PC,374.3(H)(1),DUMP WASTE IN COMMERCIAL QUANTITIES (M),other,MISDEMEANOR,2,1
PC,148.9(A),FALSE REPRESENTATION OF SELF TO PEACE OFFICER,other,MISDEMEANOR,2,2
PC,148.4(A)(2),SEND FALSE FIRE ALARM BY ANY METHOD (M),other,MISDEMEANOR,2,2
PC,4571,FELON ON PRISON/JAIL GROUNDS,other,FEL,2,2
PC,166(A)(1),CONTEMPT OF COURT:DISORD BEHAVIOR,ambiguous_related,MIS,2,2
PC,454(A),ARSON DURING STATE OF EMERGENCY (F),other,FELONY,2,2
PC,417.4,BRANDISHING FIREARM REPLICA,other,MIS,2,2
PC,417.3,EXHIBIT/DRAW FIREARM IN PRES OF Mot Veh OCCUP (F),other,FELONY,2,2
VC,23247(A),RENT/ VEH TO PERS W/IGNITION INTERLOCK DEV RESTRICTION (M),other,MISDEMEANOR,2,2
VC,23226,OWNER/DRVR:STORE OPEN ALC IN VEH (I),other,INFRACTION,2,2
VC,23225,OWNER/DRVR:STORE OPEN ALC IN VEH (I),other,INFRACTION,2,2
HS,11350(A),POSSESSION OF NARCOTIC CONTROLLED SUBSTANCES (M),other,MISDEMEANOR,2,2
HS,11350(A),POSS NARCOTIC CONTROLLED SUBS,other,FELONY,2,2
HS,11161(A),UNAUTH POSS OF PRESCRIPTION BLANKS (M),other,MISDEMEANOR,2,2
PC,602(F),TRESPASS:DAMAGE SIGN (M),other,MISDEMEANOR,2,2
MC,9.04.020(A),"NO CAMPING ON PUBLIC PROPERTY, DURING DARKNESS, INCLUDES PARKS & BEACHES",other,INFRACTION,2,2
MC,6.56.010 (B),SOLICITING WITHOUT AN OPERATIONS PERMIT (I),other,INFRACTION,2,2
MC,13.24.140,ILLICIT SAVAGING OF RECYCLABLE MATERIALS PROHIBITED (I),other,INFRACTION,2,2
PC,245(D)(2),ADW:ASSAULT:SEMIAUTO:PEACE OFCR/FIREFIGHTER (F),ambiguous_related,FELONY,2,2
PC,245(A)(1),ASSAULT W/DEADLY WEAPON:NOT F/ARM,ambiguous_related,MIS,2,2
VC,27315D,SEATBELT VIOLATION:VEHICLE (I),other,INFRACTION,2,2
VC,27315D,MANDATORY SEAT BELTS - PRIVATE VEHICLE PASSENGER AND DRIVER (I),other,INFRACTION,2,2
VC,24600E,TAILLAMPS MUST BE RED AND VISIBLE 500 FEET (I),other,INFRACTION,2,2
VC,24600C,REAR VEHICLE MUST HAVE TWO TAILLAMPS (I),other,INFRACTION,2,2
VC,24409A,FAIL DIM BEAMS:ONCOMING (I),other,INFRACTION,2,2
VC,23550(A),DUI W/PRIOR SPECIFIC CONVICTIONS,other,FELONY,2,2
PC,29800(A)(1),FELON/ADDICT/POSSESS/ETC FIREARM,other,FELONY,2,2
PC,29800(A)(1),FELON/ADDICT/ETC POSSESS FIREARM (F),other,FELONY,2,2
PC,530.5(D)(2),KNOWINGLY USE PERSONAL IDENTIFYING INFO TO COMMIT VIOLATION (M),other,MISDEMEANOR,2,2
PC,530.5(C)(3),POSSESS ID OF 10 OR MORE PERSONS WITH INTENT TO DEFRAUD,other,FEL,2,2
PC,29180(C),OWN F/ARM W/O SERIAL NUM,other,MIS,2,2
PC,290.018(B),FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION,other,FEL,2,2
PC,21810,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES,other,MISDEMEANOR,2,2
PC,597S,ABANDON ANIMAL (M),other,MISDEMEANOR,2,2
PC,597I,MFR/SELL/POSS FIGHTING BIRD EQUIP (M),other,MISDEMEANOR,2,2
PC,597(A),INTENTIONAL CRUELTY TO ANIMAL/S,other,FELONY,2,2
PC,243.4(E)(1),SEXUAL BATTERY,ambiguous_related,MIS,2,2
CO,62.669.1,PUBLIC PROTECTION FROM DOGS (I),other,INFRACTION,2,2
BP,4325(A),POSS/COPY UNAUTH PRESCRIPTION BLANK (M),other,MISDEMEANOR,2,2
BP,25662(A),MINOR POSS ALC (INFRAC PER 19.8 PC) (I),other,MISDEMEANOR,2,2
BP,25620,POSS OPEN CONTAINER OF ALC IN PUBLIC,other,INFRACTION,2,2
VC,5200,TWO PLATES REQUIRED,other,INFRACTION,1,1
BP,25658(A),SELL LIQUOR TO MINOR,other,MISDEMEANOR,1,1
BP,25662(A),MINOR POSS ALC,other,MIS,1,1
BP,25665,"MINOR ENTER/REMAIN IN ""ON SALE"" LIQUOR PREMISES (M)",other,MISDEMEANOR,1,1
BP,4060,POSSESS CONTROLLED SUBSTANCES WITHOUT A PRESCRIPTION,other,MISDEMEANOR,1,1
BP,4324(A),FORGE/ETC PRESCRIPTIONS (F),other,FELONY,1,1
WI,10980(B),CLAIM AID WITH MULTIPLE OR FALSE APPLICATIONS (F),other,FELONY,1,1
WI,8102(A),CONFISCATION OF FIREARM,other,OTH,1,1
VC,5201(C),OBSTRUCT PLATE WITH CASING/SHIELD/FRAME/BORDER/PRODUCT OR OTHER DEVICE (I),other,INFRACTION,1,1
PC,17512,PERMIT PERSON TO CARRY OR BRING FIREARM INTO VEHICLE (M),other,MISDEMEANOR,1,1
PC,17500,POSSESS DEADLY WEAPON WITH INTENT TO COMMIT ASSAULT (M),other,MISDEMEANOR,1,1
PC,171B(A)(5),POSS TASER/STUN GUN IN PUBLIC BUILDING (F),other,FELONY,1,1
PC,171B(A)(4),POSS UNAUTH TEAR GAS IN PUBLIC BUILDING (F),other,FELONY,1,1
BP,22435.2B,POSS SHOPPING/LAUNDRY CART,other,MISDEMEANOR,1,1
BP,22980.2(A),SELL TOBACCO PRODUCTS WITHOUT A LICENSE (M),other,MISDEMEANOR,1,1
VSMC,9.32.030,CITY SOCIAL HOST PROHIBITION-MINOR CONSUMES ALCOHOL/CONTROLLED SUB AT PARTY,other,MIS,1,1
VSMC,9.20.030,"LOITER, REMAIN ON W/O APPARENT REASON/BUSINESS/PARKING LOT/SHOPPING CENTER",other,MIS,1,1
VSMC,9.20.020C,NO PERSON SHALL CAMP ETC. ON PRIVATE PROPERTY W/O PERMISSION,other,MIS,1,1
VC,4462.5,UNLAWFUL DISPLAY OF REG:INTENT NON-COMPLIANCE,other,MIS,1,1
VC,4462.5,UNLAWFUL DISPLAY OF FALSE REGISTRATION/ETC.,other,MISDEMEANOR,1,1
VC,4152.5,FAIL TO REGISTER FOREIGN VEHICLE IN CALIFORNIA (I),other,INFRACTION,1,1
VC,4000(A)(1),CURRENT VEHICLE REGISTRATION REQUIRED,other,INFRACTION,1,1
VC,38335,OFF HWY VEH:HEADLAMP VIOL (I),other,INFRACTION,1,1
VC,38170B,ID PLATE TO BE SECURELY FASTENED AND VISIBLE (I),other,INFRACTION,1,1
VC,38010A,OFF HIGHWAY VEHICLE FAIL TO DISPLAY ID PLATE (I),other,INFRACTION,1,1
PC,530.5(C)(2),USE OTHERS ID WITH INTENT DEFRAUD:WITH PRIOR CONVICTION,other,MISDEMEANOR,1,1
PC,30605(A),ILLEGALLY POSSESS ANY ASSAULT WEAPON,other,FEL,1,1
PC,30315,POSSESS ARMOR OR METAL PENETRATING HANDGUN AMMUNITION (F),other,FELONY,1,1
PC,30306(A),FIRM/CORPORATION SELL AMMUNITION TO PROHIBITED PERSON (M),other,MISDEMEANOR,1,1
PC,30305(B)(1),PROHIBIT STREET GANG MEMBER OWN/POSSESS/ETC AMMUNITION,other,MISDEMEANOR,1,1
PC,30305(B)(1),PROHIBIT STREET GANG MEMBER OWN/POSSESS/ETC AMMUNITION,other,MIS,1,1
PC,290.018(J),FAIL PROVIDE REQUIRED REGISTRATION INFORMATION (M),other,MISDEMEANOR,1,1
PC,290.018(B),FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION,other,FELONY,1,1
PC,290.018(A),SEX OFFENDER FAIL TO REGISTER/ETC,other,MISDEMEANOR,1,1
PC,290.012(A),SEX OFFENDER FAIL UPDATE ANNUAL REGISTRATION (M),other,MISDEMEANOR,1,1
PC,602,TRESPASSING,other,MIS,1,1
PC,597.7(A),ENDANGER ANIMAL CONFINED IN UNATTENDED MOTOR VEHICLE (I),other,INFRACTION,1,1
PC,594.4(A),DEFACE STRUCTURE WITH CHEMICALS (F),other,FELONY,1,1
PC,594.35(A),DESTROY CEMETERY PROPERTY (F),other,FELONY,1,1
PC,594.3(B),VANDALIZE CHURCH BECAUSE OF RACE TO INTIMIDATE (F),other,FELONY,1,1
PC,594.3(A),VANDALIZE PLACE OF WORSHIP (F),other,FELONY,1,1
MC,7.08.030,CONSUME ALCOHOL IN A OPEN PUBLIC PLACE,other,INFRACTION,1,1
PC,530.5(C)(1),POSSESS PERSONAL IDENTIFYING INFO WITH INTENT TO DEFRAUD,other,MISDEMEANOR,1,1
PC,530,IMPERSONATE TO GET MONEY/FELONY,other,FELONY,1,1
PC,602,TRESPASSING,other,MISDEMEANOR,1,1
MC,5.08.050A,CONSUME OPEN ALCOHOLIC BEV IN PUBLIC PLACE/VEH IN 500 FT OF OFF SALE PREMISE (I),other,INFRACTION,1,1
MC,13.36.040(A),DUMP TRASH ON PUBLIC OR PRIVATE PROPERTY,other,MISDEMEANOR,1,1
MC,12.56.020(J),ILLEGAL FIRE: THROWING LIGHTED CIGARETTE/CIGAR/MATCH THAT COULD SET FIRE (M),other,MISDEMEANOR,1,1
MC,12.20.320,"UNLAWFUL TO CARRY, CONVEY, MAINTAIN, PROVIDE ANY ARM OR WEAPON (I)",other,INFRACTION,1,1
PC,298.1(A),REFUSE PROVIDE BLOOD/SALIVA SPECIMEN/THUMB/PALM PRINTS (M),other,MISDEMEANOR,1,1
PC,537(A)(2),DEFRAUDING AN INNKEEPER [OVER $950] (F),other,FELONY,1,1
PC,537(A)(1),DEFRAUDING AN INNKEEPER [$950 OR LESS],other,MISDEMEANOR,1,1
PC,532D(A),FRAUD:SOLICIT FOR CHARITABLE/RELIGIOUS CONTRIBUTIONS (M),other,MISDEMEANOR,1,1
PC,532B,IMPERSONATE VETERAN TO SOLICIT (M),other,MISDEMEANOR,1,1
PC,532A1,MAKE FALSE FIN STATEMENT USING FICTITIOUS NAME (F),other,FELONY,1,1
PC,532A(2),BENEFIT BY FALSE FIN STATEMENT USING FICTITIOUS NAME (F),other,FELONY,1,1
PC,530.5(C)(3),POSSESS ID OF 10 OR MORE PERSONS WITH INTENT TO DEFRAUD,other,FELONY,1,1
PC,640(D)(1),DISTURBANCE OF TRANSIT FACILITY (I),other,MISDEMEANOR,1,1
PC,640(B)(5),SKATEBOARDING/ETC IN PARKING STRUCTURE (I),other,INFRACTION,1,1
PC,636.5,INTERCEPT PUBLIC SAFTEY RADIO COMMUNICATION (M),other,MISDEMEANOR,1,1
PC,626.7(A),UNAUTH STAY/RETURN:SCHOOL ZONE (M),other,MISDEMEANOR,1,1
PC,603,FORCIBLE ENTRY:PROPERTY DAMAGE (M),other,MISDEMEANOR,1,1
PC,602.8(A),UNAUTHORIZED ENTRY POSTED LAND (I),other,MISDEMEANOR,1,1
PC,602(T)(1),TRESPASS: COMMITED PRIOR CRIME ON PROPERTY (M),other,MISDEMEANOR,1,1
PC,602(O),TRESPASS:REFUSE TO LEAVE PROPERTY:PEACE OFFICER REQUEST,other,MISDEMEANOR,1,1
PC,602(O),TRESPASS:REFUSE TO LEAVE PROPERTY:OWNER REQUEST,other,MISDEMEANOR,1,1
PC,602(O),TRESPASS:REFUSE LEAVE PROPERTY:PEACE OFFICER/OWNER REQUEST,other,MISDEMEANOR,1,1
PC,602(M),TRESPASS:OCCUPY REAL PROPERTY W/O OWNER CONSENT,other,MISDEMEANOR,1,1
PC,30305(A)(1),POSSESS OF AMMUNITION BY PROHIBITED PERSON (F),other,FELONY,1,1
PC,302(A),DISTURB RELIGIOUS MEETING (M),other,MISDEMEANOR,1,1
MC,8.84.030,SMOKING IN PUBLIC PLACE (I),other,MISDEMEANOR,1,1
MC,8.04.030,NO SMOKING PUBLIC BUILDING/GROUNDS/PARK (I),other,INFRACTION,1,1
MC,8.04.020A,PURCHASE/DISCHARGE/POSSESS FIREWORKS (M),other,MISDEMEANOR,1,1
PC,529(A),FALSE PERSONATION OF ANOTHER:SPEC CIRC,other,FELONY,1,1
PC,523,THREATENING LETTER W/INTENT TO EXTORT (F),other,FELONY,1,1
PC,311.1(A),SEND/SELL OBSCENE MATTER DEPICTING MINOR (F),other,FELONY,1,1
PC,308A1AI,FURNISH UNDER 21 W/TOBACCO/SMOKING PARAPHERNALIA,other,MISDEMEANOR,1,1
PC,21310,CARRY CONCEALED DIRK OR DAGGER,other,MISDEMEANOR,1,1
PC,21110,MANUFACTURE/SALE/POSSESS/ETC BALLISTIC KNIFE (F),ambiguous_related,FELONY,1,1
PC,210.5,FALSE IMPRISONMENT:USE FOR PROTECTION/SHIELD (F),ambiguous_related,FELONY,1,1
PC,209(B)(1),KIDNAP TO COMMIT RAPE (F),ambiguous_related,FELONY,1,1
PC,21510(B),CARRY SWITCHBLADE KNIFE ON PERSON,ambiguous_related,MISDEMEANOR,1,1
PC,21510(A),POSSESS SWITCHBLADE IN VEHICLE,ambiguous_related,MISDEMEANOR,1,1
PC,290.012(A),SEX OFFENDER FAIL UPDATE ANNUAL REGISTRATION (F),other,FELONY,1,1
PC,290.011(A),TRANSIENT FAILS TO REGISTER WHEN RELEASED FROM CUSTODY (F),other,FELONY,1,1
PC,290.011(A),TRANSIENT FAILS TO REGISTER WHEN RELEASED FROM CUSTODY,other,FEL,1,1
PC,290.010,REGISTRANT FAIL TO REPORT CONCURRENT ADDRESS (F),other,FELONY,1,1
PC,290.01,REGISTRANT FAIL TO REPORT CONCURRENT ADDRESS (F),other,FELONY,1,1
PC,290.006,290 REGISTRATION VIOLATION FOR SEXUAL GRATIFICATION/COMPULSION (F),other,FELONY,1,1
MC,10.44.010,RIDING BICYCLES ON SIDEWALKS PROHIBITED IN BUSINESS DISTRICT (I),other,INFRACTION,1,1
MC,10.28.040B,PEDESTRIAN INTERFERING WITH VEHICLE OR PEDESTRIAN TRAFFIC (M),other,MISDEMEANOR,1,1
MC,10.24.010,Loud annoying or unnecessary noise which disturbs neighborhood,other,INFRACTION,1,1
MC,10.20.170,SLEEP OR RECLINE IN VEHICLE MORE THAN 2 HOURS ON STREET,other,MISDEMEANOR,1,1
PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT,other,MISDEMEANOR,1,1
PC,647(E),DISORDERLY CONDUCT:LODGE WITHOUT CONSENT,other,MIS,1,1
PC,647(D),DISORD CONDUCT:LOITER IN OR ABOUT TOILET (M),other,MISDEMEANOR,1,1
PC,647(C),DISORD CONDUCT:BEGGING,other,MISDEMEANOR,1,1
PC,646.9(C),STALKING W/PR,ambiguous_related,FELONY,1,1
PC,646.9(C),STALKING W/PR,ambiguous_related,FEL,1,1
PC,646.9(B),STALKING:TEMPORARY RESTRAINING ORDER,ambiguous_related,FEL,1,1
PC,646.9(A),STALKING,ambiguous_related,FEL,1,1
PC,640(D)(1),DISTURBANCE OF TRANSIT FACILITY (M),other,MISDEMEANOR,1,1
PC,21810,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES,other,MIS,1,1
PC,218.1,PLACE OBSTRUCTION ON TRAIN TRACK CAUSING INJURY (F),other,FELONY,1,1
PC,529(A)(2),PERSONATE TO RECORDED DOCUMENT (F),other,FELONY,1,1
PC,504,EMBEZZLE PROP BY PUB/PRIV OFCR [OVER $400] (F),other,FELONY,1,1
PC,503,EMBEZZLEMENT [OVER $950],other,FEL,1,1
MC,9.32.030,CITY SOCIAL HOST PROHIBITION-MINOR CONSUMES ALCOHOL/CONTROLLED SUB AT PARTY (M),other,MISDEMEANOR,1,1
MC,9.26.010,AGGRESSIVE PANHANDLING PROHIBITED (I),other,INFRACTION,1,1
MC,9.21.080(C),PERSONAL USE OF MARIJUANA IN PUBLIC (M),other,MISDEMEANOR,1,1
MC,9.20.020C,NO PERSON SHALL CAMP ETC. ON PRIVATE PROPERTY W/O PERMISSION (I),other,INFRACTION,1,1
MC,9.12.020,NO DISCHARGE OF FIREARMS OR EXPLOSIVES IN CITY,other,INFRACTION,1,1
PC,499B(A),TAKE BIKE W/O OWNER'S PERMISSION (M),other,MISDEMEANOR,1,1
PC,289(H),SEXUAL PENETRATION:FOREIGN OBJECT:VIC UNDER 18 YEARS (F),ambiguous_related,FELONY,1,1
PC,289(H),SEXUAL PENETRATION:FOREIGN OBJECT/ETC:VICTIM UNDER 18 YEARS (F),ambiguous_related,FELONY,1,1
PC,288AF,ORAL COPULATION:VIC UNCONSCIOUS OF NATURE OF THE ACT (F),ambiguous_related,FELONY,1,1
PC,288A(C)(2),ORAL COPULATION W/FORCE OR FEAR (F),ambiguous_related,FELONY,1,1
PC,288A(B)(1),ORAL COPULATION W/PERS UNDER 18 YEARS (F),ambiguous_related,FELONY,1,1
PC,288.7(B),SEXUAL PENETRATION W/OBJECT:VICTIM UNDER 10 YEARS OF AGE:DEF OVER 18 (F),ambiguous_related,FELONY,1,1
MC,12.08.010Z,POSSESS ALCOHOL IN PUBLIC PARKS/RECREATION AREAS W/O PERMIT FROM CITY (I),other,INFRACTION,1,1
MC,10.56.180,BICYCLE RIDING ON SIDEWALK PROHIBITED,other,INFRACTION,1,1
PC,653F(D),SOLICIT SPECIFIED HEALTH AND SAFETY ACTS (M),other,MISDEMEANOR,1,1
PC,653B(A),SEX OFFENDER:LOITER AT SCHOOL (M),other,MISDEMEANOR,1,1
PC,653.2(A),ELECTRONIC COMMUNICATION DEVICES: THREATS TO SAFETY (M),other,MISDEMEANOR,1,1
PC,647.6(C)(2),ANNOY CHILD AFTER SPECIFIC PR CONVICTIONS (F),other,FELONY,1,1
PC,647.6(C)(1),ANNOY CHILD LESS THAN 18 W/PR (F),other,FELONY,1,1
PC,647.6(B),ANNOY CHILD AFTER ILLEGAL ENTRY OF INHABITED BLDG (F),other,FELONY,1,1
PC,647.6(A)(1),ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE,other,MISDEMEANOR,1,1
PC,647.6,ANNOY/MOLEST CHILDREN W/PRIOR CONVICTION (F),other,FELONY,1,1
